transaction_id,customer_id,timestamp,category,amount_usd,payment_method,status
TXN-100889,CUST-87394,2025-08-06 21:26:49,Books,13.88,Bank Transfer,Declined
TXN-100890,CUST-28837,2025-07-14 16:04:40,Electronics,705.06,Credit Card,Approved
TXN-100891,CUST-77015,2026-04-28 18:28:19,Electronics,358.58,Apple Pay,Approved
TXN-100892,CUST-48698,2025-09-14 05:20:04,Beauty,147.3,Apple Pay,Approved
TXN-100893,CUST-36246,2025-09-30 01:11:23,Home & Kitchen,83.17,PayPal,Approved
TXN-100894,CUST-63238,2026-05-15 06:33:53,Apparel,53.51,Credit Card,Approved
TXN-100895,CUST-18022,2026-01-31 16:49:08,Apparel,134.69,Apple Pay,Approved
TXN-100896,CUST-48732,2025-10-29 19:31:08,Books,20.52,Credit Card,Approved
TXN-100897,CUST-61535,2025-07-01 20:06:46,Books,43.46,Credit Card,Approved
TXN-100898,CUST-28829,2025-10-04 17:44:02,Books,29.5,Bank Transfer,Approved
TXN-100899,CUST-35652,2025-09-07 14:09:14,Books,14.71,PayPal,Approved
TXN-100900,CUST-63238,2026-05-05 18:25:29,Apparel,72.49,PayPal,Approved
TXN-100901,CUST-76972,2025-10-24 23:59:33,Home & Kitchen,157.23,Apple Pay,Approved
TXN-100902,CUST-17795,2026-05-14 15:23:42,Electronics,132.24,PayPal,Approved
TXN-100903,CUST-57442,2025-08-30 23:35:31,Beauty,175.34,Bank Transfer,Approved
TXN-100904,CUST-85732,2025-06-10 15:40:43,Electronics,1135.25,PayPal,Approved
TXN-100905,CUST-47841,2026-04-17 18:48:06,Apparel,83.92,Credit Card,Approved
TXN-100906,CUST-65616,2025-06-20 17:57:24,Books,20.61,Bank Transfer,Approved
TXN-100907,CUST-33024,2026-03-08 03:56:23,Apparel,25.05,Apple Pay,Approved
TXN-100908,CUST-98356,2025-12-27 18:47:23,Apparel,52.88,Credit Card,Approved
TXN-100909,CUST-68561,2025-09-05 00:11:11,Books,29.26,Credit Card,Approved
TXN-100910,CUST-58415,2026-03-24 23:56:16,Beauty,181.51,Credit Card,Approved
TXN-100911,CUST-59544,2025-10-28 01:46:09,Apparel,119.3,PayPal,Approved
TXN-100912,CUST-82179,2026-05-18 13:25:09,Home & Kitchen,75.11,Apple Pay,Approved
TXN-100913,CUST-55026,2025-12-14 03:35:28,Electronics,1035.91,PayPal,Approved
TXN-100914,CUST-89378,2026-05-04 00:54:31,Apparel,17.11,Credit Card,Approved
TXN-100915,CUST-23607,2026-04-29 04:45:58,Apparel,129.76,PayPal,Approved
TXN-100916,CUST-52497,2025-10-08 17:31:02,Apparel,56.1,PayPal,Approved
TXN-100917,CUST-21167,2026-01-31 20:28:45,Electronics,512.29,Credit Card,Approved
TXN-100918,CUST-96542,2026-02-14 05:46:48,Books,19.32,Bank Transfer,Approved
TXN-100919,CUST-26776,2026-01-18 14:17:12,Apparel,98.86,Bank Transfer,Approved
TXN-100920,CUST-36459,2025-06-01 19:26:33,Home & Kitchen,399.84,PayPal,Approved
TXN-100921,CUST-43956,2026-01-30 15:26:32,Home & Kitchen,32.07,Bank Transfer,Approved
TXN-100922,CUST-66083,2026-02-26 12:58:45,Electronics,703.87,PayPal,Approved
TXN-100923,CUST-67908,2025-08-03 01:27:10,Electronics,228.03,Bank Transfer,Approved
TXN-100924,CUST-58411,2025-06-28 02:26:41,Beauty,114.09,Apple Pay,Approved
TXN-100925,CUST-48732,2025-06-17 23:03:36,Beauty,32.9,PayPal,Approved
TXN-100926,CUST-63952,2025-12-09 01:45:59,Apparel,149.79,Apple Pay,Approved
TXN-100927,CUST-73927,2025-07-02 02:41:00,Electronics,242.91,Credit Card,Approved
TXN-100928,CUST-18438,2026-03-29 23:59:19,Books,41.6,PayPal,Approved
TXN-100929,CUST-76711,2025-10-23 00:16:02,Apparel,144.19,Bank Transfer,Approved
TXN-100930,CUST-74680,2026-05-22 22:22:43,Electronics,550.92,Credit Card,Approved
TXN-100931,CUST-30635,2026-02-16 09:58:33,Home & Kitchen,46.8,PayPal,Approved
TXN-100932,CUST-77611,2025-10-27 18:09:49,Apparel,71.71,Apple Pay,Approved
TXN-100933,CUST-48706,2025-07-30 00:32:34,Beauty,120.79,Bank Transfer,Approved
TXN-100934,CUST-52597,2025-10-27 02:55:07,Beauty,121.4,PayPal,Approved
TXN-100935,CUST-17172,2026-01-01 01:39:43,Electronics,731.01,Bank Transfer,Approved
TXN-100936,CUST-35206,2026-04-03 22:45:38,Home & Kitchen,264.52,Apple Pay,Approved
TXN-100937,CUST-20694,2026-04-15 02:15:35,Electronics,856.2,Bank Transfer,Approved
TXN-100938,CUST-69288,2025-09-19 21:04:49,Home & Kitchen,323.85,Bank Transfer,Approved
TXN-100939,CUST-49332,2025-06-01 21:04:26,Apparel,77.84,PayPal,Approved
TXN-100940,CUST-68572,2026-01-22 02:29:28,Electronics,1151.59,Bank Transfer,Approved
TXN-100941,CUST-10373,2026-01-30 09:35:26,Apparel,136.51,Apple Pay,Approved
TXN-100942,CUST-77663,2026-01-15 18:27:40,Books,40.68,PayPal,Approved
TXN-100943,CUST-47527,2026-03-13 16:22:19,Apparel,133.65,PayPal,Approved
TXN-100944,CUST-73927,2026-03-16 22:42:38,Books,34.64,Bank Transfer,Approved
TXN-100945,CUST-18438,2026-01-07 18:43:15,Books,47.7,Apple Pay,Approved
TXN-100946,CUST-14314,2026-03-20 09:08:18,Books,22.58,Credit Card,Approved
TXN-100947,CUST-20694,2025-07-09 00:28:40,Apparel,68.19,Apple Pay,Approved
TXN-100948,CUST-61739,2026-05-04 20:45:15,Beauty,132.0,PayPal,Approved
TXN-100949,CUST-36246,2026-01-22 17:36:49,Home & Kitchen,266.51,Credit Card,Approved
TXN-100950,CUST-14967,2025-06-27 19:54:07,Books,43.99,Credit Card,Approved
TXN-100951,CUST-15543,2025-07-24 20:38:33,Electronics,734.84,Apple Pay,Approved
TXN-100952,CUST-95154,2026-01-13 13:37:32,Electronics,968.16,Credit Card,Approved
TXN-100953,CUST-72200,2025-09-13 02:44:15,Apparel,15.53,Apple Pay,Approved
TXN-100954,CUST-54528,2026-05-01 14:35:57,Apparel,17.61,Credit Card,Approved
TXN-100955,CUST-37782,2025-09-03 05:06:11,Apparel,35.06,Apple Pay,Approved
TXN-100956,CUST-92981,2025-11-17 19:22:26,Home & Kitchen,178.61,Apple Pay,Approved
TXN-100957,CUST-57513,2025-11-24 06:18:39,Electronics,1116.31,Apple Pay,Approved
TXN-100958,CUST-35652,2026-05-02 16:24:13,Electronics,767.66,Apple Pay,Approved
TXN-100959,CUST-23941,2025-09-12 07:36:15,Home & Kitchen,149.85,PayPal,Approved
TXN-100960,CUST-45160,2026-04-15 03:58:16,Beauty,162.98,Bank Transfer,Approved
TXN-100961,CUST-66342,2026-02-12 12:24:15,Home & Kitchen,292.46,Credit Card,Approved
TXN-100962,CUST-60772,2025-12-18 04:29:00,Books,13.77,PayPal,Approved
TXN-100963,CUST-82124,2026-05-04 21:28:41,Books,42.16,PayPal,Approved
TXN-100964,CUST-60755,2026-04-12 01:36:22,Electronics,998.58,Bank Transfer,Approved
TXN-100965,CUST-36578,2026-02-22 01:21:17,Electronics,271.63,Credit Card,Approved
TXN-100966,CUST-36254,2025-12-09 14:14:54,Books,19.64,Bank Transfer,Approved
TXN-100967,CUST-47841,2025-06-09 08:12:59,Beauty,73.05,PayPal,Approved
TXN-100968,CUST-18676,2025-08-12 21:40:37,Electronics,304.13,Bank Transfer,Approved
TXN-100969,CUST-94067,2026-01-17 00:04:54,Apparel,136.75,Apple Pay,Approved
TXN-100970,CUST-61535,2025-07-06 00:36:43,Home & Kitchen,69.87,Bank Transfer,Approved
TXN-100971,CUST-72270,2026-01-14 06:02:04,Home & Kitchen,334.26,Apple Pay,Approved
TXN-100972,CUST-88026,2025-09-28 01:32:33,Home & Kitchen,218.71,Apple Pay,Approved
TXN-100973,CUST-13097,2025-10-12 20:02:46,Home & Kitchen,38.65,PayPal,Approved
TXN-100974,CUST-93439,2026-03-20 20:00:33,Apparel,77.34,Credit Card,Approved
TXN-100975,CUST-33024,2026-03-27 09:37:06,Beauty,146.49,Bank Transfer,Approved
TXN-100976,CUST-38065,2026-02-21 09:08:51,Home & Kitchen,314.66,Credit Card,Approved
TXN-100977,CUST-60755,2025-11-03 10:59:29,Books,27.49,PayPal,Approved
TXN-100978,CUST-23607,2025-12-06 03:00:41,Home & Kitchen,343.87,Bank Transfer,Approved
TXN-100979,CUST-72270,2026-05-19 07:07:35,Home & Kitchen,223.29,Apple Pay,Approved
TXN-100980,CUST-85320,2026-04-27 12:24:53,Electronics,170.69,Apple Pay,Approved
TXN-100981,CUST-35855,2026-01-01 06:11:58,Electronics,1036.94,PayPal,Approved
TXN-100982,CUST-40327,2025-06-22 03:34:56,Books,37.36,Credit Card,Approved
TXN-100983,CUST-56105,2026-04-18 15:43:16,Home & Kitchen,186.19,Bank Transfer,Approved
TXN-100984,CUST-72200,2025-06-10 00:04:51,Electronics,873.25,Credit Card,Approved
TXN-100985,CUST-73638,2025-07-06 03:05:46,Apparel,86.55,Apple Pay,Approved
TXN-100986,CUST-23943,2026-01-20 00:05:41,Beauty,124.7,PayPal,Approved
TXN-100987,CUST-93439,2025-08-04 01:19:22,Books,40.6,Apple Pay,Approved
TXN-100988,CUST-96542,2026-02-23 12:54:44,Electronics,1074.78,Credit Card,Approved
TXN-100989,CUST-35652,2026-01-30 01:48:51,Home & Kitchen,378.32,Bank Transfer,Approved
TXN-100990,CUST-58411,2025-07-23 16:40:26,Apparel,144.11,Apple Pay,Approved
TXN-100991,CUST-65224,2026-04-21 02:31:59,Books,25.73,PayPal,Approved
TXN-100992,CUST-91967,2026-05-23 22:18:25,Apparel,138.59,Apple Pay,Approved
TXN-100993,CUST-60772,2026-01-19 06:00:32,Apparel,18.73,PayPal,Approved
TXN-100994,CUST-43956,2026-05-18 01:13:01,Beauty,71.04,Apple Pay,Approved
TXN-100995,CUST-92748,2026-03-12 22:52:03,Apparel,104.05,Credit Card,Approved
TXN-100996,CUST-76711,2025-11-13 03:23:10,Apparel,92.61,Apple Pay,Approved
TXN-100997,CUST-94423,2026-03-21 10:54:06,Electronics,1084.31,Apple Pay,Approved
TXN-100998,CUST-74696,2026-05-02 01:17:44,Home & Kitchen,331.19,Apple Pay,Approved
TXN-100999,CUST-74130,2026-02-02 13:30:43,Home & Kitchen,254.78,Apple Pay,Approved
